filepath,class_label,width,height,filesize_bytes,format,phash,group_id,duplicate_type,split
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_344.jpg,aphids,3024,4032,1350829,JPEG,8c1573a2dd4aa4e7,232,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_345.jpg,aphids,3024,4032,1305810,JPEG,883476a6dd68a1e7,233,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_346.jpg,aphids,3024,4032,1307418,JPEG,8c1573a3df48a0e7,232,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_347.jpg,aphids,3024,4032,1371949,JPEG,8c3573a29d68a4e7,232,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_348.jpg,aphids,3024,4032,1303664,JPEG,983476a29f68a5e6,234,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_349.jpg,aphids,3024,4032,1291514,JPEG,983476a39f78a1e2,234,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_350.jpg,aphids,3024,4032,1274895,JPEG,881c76a39f7ca1e2,235,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_351.jpg,aphids,3024,4032,1297103,JPEG,8c1c73a38f7ca4e2,236,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_352.jpg,aphids,3024,4032,1311875,JPEG,8c1c73a38f6ea4e2,236,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_353.jpg,aphids,3024,4032,1452334,JPEG,8c153ea3977d8ce0,237,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_354.jpg,aphids,3024,4032,650487,JPEG,f3c24c1da2d3f628,238,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_355.jpg,aphids,3024,4032,683724,JPEG,e3c24c1da2d3f728,238,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_356.jpg,aphids,3024,4032,671446,JPEG,a3c64d1da2d3f429,239,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_357.jpg,aphids,3024,4032,629952,JPEG,b2c74938a2d3f629,240,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_358.jpg,aphids,3024,4032,656583,JPEG,a2c74938a6d3f629,240,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_359.jpg,aphids,3024,4032,659029,JPEG,a2c74928a3e3f62d,241,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_360.jpg,aphids,3024,4032,672147,JPEG,a3c3480ca7e3f2ad,242,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_361.jpg,aphids,3024,4032,692509,JPEG,aec54938a6e3f229,243,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_362.jpg,aphids,3024,4032,674841,JPEG,aec55939a6c6e429,244,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_363.jpg,aphids,3024,4032,672647,JPEG,aec54938a7d2ea29,245,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_364.jpg,aphids,3024,4032,710033,JPEG,aec5483ca3c3f22d,246,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_365.jpg,aphids,3024,4032,639517,JPEG,f1c34c0ca3d3f2ac,247,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_366.jpg,aphids,3024,4032,771998,JPEG,f3c34c0ca1d3f2ac,247,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_367.jpg,aphids,3024,4032,799525,JPEG,a3d3480ca7e3f2b4,242,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_368.jpg,aphids,3024,4032,621015,JPEG,f7f2480d15b8e2c5,248,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_369.jpg,aphids,3024,4032,669454,JPEG,f7f2680d11b8eac4,248,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_370.jpg,aphids,3024,4032,729898,JPEG,f7f2480d15b8eac4,248,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_371.jpg,aphids,3024,4032,641559,JPEG,d7f2490b15bae2c4,249,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_372.jpg,aphids,3024,4032,606162,JPEG,def2690314b8ebc4,250,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_373.jpg,aphids,3024,4032,609422,JPEG,def2690314bceb84,250,near,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_374.jpg,aphids,3024,4032,613689,JPEG,def2680b16b4eac4,251,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_375.jpg,aphids,3024,4032,608025,JPEG,def2680b12b4ebc4,251,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_376.jpg,aphids,3024,4032,815216,JPEG,def2680d12b4ebc4,251,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_377.jpg,aphids,3024,4032,799786,JPEG,ddf2680f1294ebc8,252,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_378.jpg,aphids,3024,4032,615674,JPEG,f7f6480d15b8ea05,248,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_379.jpg,aphids,3024,4032,616391,JPEG,fdf26a0f11b0ea44,253,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_380.jpg,aphids,3024,4032,837920,JPEG,faf5485c22a1d6e8,254,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_381.jpg,aphids,3024,4032,820404,JPEG,abf7444c20b5d3e8,255,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_382.jpg,aphids,3024,4032,826340,JPEG,aaf7415c22a5d2ea,256,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_383.jpg,aphids,3024,4032,818770,JPEG,bbf2484d31b0d2e5,257,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_384.jpg,aphids,3024,4032,680177,JPEG,c8a73a54a779c817,258,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_385.jpg,aphids,3024,4032,671293,JPEG,c8a73a548779c917,258,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_388.jpg,aphids,3024,4032,658548,JPEG,eca7195487f9c813,259,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_389.jpg,aphids,3024,4032,655449,JPEG,e8a719d487f94817,259,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_390.jpg,aphids,3024,4032,681257,JPEG,c8a71bc487f94917,260,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_391.jpg,aphids,3024,4032,689337,JPEG,e8a718c687f94917,260,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_392.jpg,aphids,3024,4032,686395,JPEG,e8a759c487f84917,260,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_393.jpg,aphids,3024,4032,660955,JPEG,c8a75bc48ff84916,260,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_394.jpg,aphids,3024,4032,675201,JPEG,c8a75bc487f84917,260,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_395.jpg,aphids,3024,4032,705582,JPEG,c8a71bc487f9c916,260,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_396.jpg,aphids,3024,4032,668017,JPEG,c8a73ac48f7ac916,261,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_397.jpg,aphids,3024,4032,682586,JPEG,c8a73ac487f9c817,258,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_398.jpg,aphids,3024,4032,640035,JPEG,c8a75bc4a7f84913,260,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_400.jpg,aphids,3024,4032,641876,JPEG,cca75bc427f84913,262,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_401.jpg,aphids,3024,4032,655482,JPEG,cca71bc427fc4913,262,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_402.jpg,aphids,3024,4032,606336,JPEG,cca31bc427fe4913,262,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_403.jpg,aphids,3024,4032,603891,JPEG,cca31ac4277e4997,263,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_404.jpg,aphids,3024,4032,665268,JPEG,cca11bc4a17fc993,264,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_405.jpg,aphids,3024,4032,646277,JPEG,cea11ac4217fc8b7,265,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_406.jpg,aphids,3024,4032,648380,JPEG,cfa01bc4217f48b7,265,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_407.jpg,aphids,3024,4032,646729,JPEG,cfa01bc6247fc893,266,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_408.jpg,aphids,3024,4032,652883,JPEG,c7a01bc6247fc8b3,266,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_409.jpg,aphids,3024,4032,660809,JPEG,cfa01bc6217f48b3,266,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_410.jpg,aphids,3024,4032,662108,JPEG,cda11bc421fe49b3,267,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_411.jpg,aphids,3024,4032,669257,JPEG,cca35bc421fc49b3,267,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_412.jpg,aphids,3024,4032,665288,JPEG,cca31bc621fc49b3,267,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_413.jpg,aphids,3024,4032,661090,JPEG,cca35ac423fc49b3,268,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\aphids\aphids_414.jpg,aphids,3024,4032,661603,JPEG,cca35ac427fc49b2,268,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_001.jpg,gummosis,4284,5712,1248466,JPEG,ceb3590ee4a3394a,269,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_002.jpg,gummosis,4284,5712,1279672,JPEG,dcb3591ca4a37b48,270,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_003.jpg,gummosis,4284,5712,1299850,JPEG,dcb3591ca4837b4a,270,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_004.jpg,gummosis,4284,5712,1314512,JPEG,dca3d31da4837a58,271,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_005.jpg,gummosis,4284,5712,1311585,JPEG,dea3d10ee483705e,272,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_006.jpg,gummosis,4284,5712,1402675,JPEG,96a2d10ee59a705f,273,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_007.jpg,gummosis,4284,5712,1426600,JPEG,94acf31cce9161dc,274,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_008.jpg,gummosis,4284,5712,1370363,JPEG,9ca1b718ceb1659c,275,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_009.jpg,gummosis,4284,5712,1357290,JPEG,bca8a619ccb369d8,276,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_010.jpg,gummosis,4284,5712,1373508,JPEG,ac89b750ccb36cd4,277,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_011.jpg,gummosis,4284,5712,1382654,JPEG,ae88b946ceb16cd4,278,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_012.jpg,gummosis,4284,5712,1401745,JPEG,ee8ab946ceb34c84,279,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_013.jpg,gummosis,4284,5712,1349037,JPEG,ec8ab94eceb348a4,279,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_014.jpg,gummosis,4284,5712,1326010,JPEG,ec82bb4eceb248ac,280,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_015.jpg,gummosis,4284,5712,1281504,JPEG,ec82a36eceb249a9,281,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_016.jpg,gummosis,4284,5712,1285074,JPEG,a882e37eccb64ab1,282,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_017.jpg,gummosis,3024,4032,1358668,JPEG,b988e471ccb666d1,283,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_018.jpg,gummosis,4284,5712,1396721,JPEG,ac89b146ceb36cd4,278,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_019.jpg,gummosis,4284,5712,1312078,JPEG,ec13fb46c6b148ac,284,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_020.jpg,gummosis,4284,5712,1242114,JPEG,ec16f36d8ca74305,285,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_021.jpg,gummosis,4284,5712,1251416,JPEG,ec15b36d8ea75105,286,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_022.jpg,gummosis,4284,5712,1260240,JPEG,ec14f27d9ca75301,287,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_023.jpg,gummosis,4284,5712,1247533,JPEG,ec14f27d9ca55306,287,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_024.jpg,gummosis,4284,5712,1240618,JPEG,ec14f27ddca55301,287,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_025.jpg,gummosis,4284,5712,1288110,JPEG,e995e26d9ca55303,288,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_026.jpg,gummosis,4284,5712,1367928,JPEG,e997e27d99a44b01,289,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_027.jpg,gummosis,4284,5712,1379269,JPEG,ec83f354cca349a9,290,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_028.jpg,gummosis,4284,5712,1633863,JPEG,a8cae37e8ca24ba5,291,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_029.jpg,gummosis,4284,5712,1634985,JPEG,eccaf37e8ca24984,292,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_030.jpg,gummosis,4284,5712,1606347,JPEG,accaf96e8ea049a5,293,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_031.jpg,gummosis,3024,4032,1610641,JPEG,eccafb4e8e6049a4,294,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_032.jpg,gummosis,4284,5712,1409545,JPEG,ec8bbb5c8c6249a5,295,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_033.jpg,gummosis,4284,5712,1326513,JPEG,eccaa3558ce649a5,296,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_034.jpg,gummosis,4284,5712,1283779,JPEG,ed9c62d66a924267,297,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_035.jpg,gummosis,4284,5712,1312237,JPEG,ed9c63d468926267,297,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_036.jpg,gummosis,4284,5712,1317636,JPEG,edb853d4689062ee,298,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_037.jpg,gummosis,4284,5712,1348096,JPEG,ecb943f2689564a5,299,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_038.jpg,gummosis,4284,5712,1398682,JPEG,e9ba46f748b544a4,300,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_039.jpg,gummosis,3024,4032,1252952,JPEG,c9b344f7493544e9,301,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_040.jpg,gummosis,3024,4032,1243005,JPEG,c9a746f5591544ec,302,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_041.jpg,gummosis,3024,4032,1279310,JPEG,ecb062d86916667d,303,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_042.jpg,gummosis,3024,4032,1286320,JPEG,ecb162da6c166276,304,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_043.jpg,gummosis,3024,4032,1430804,JPEG,e69563da6c526256,305,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_044.jpg,gummosis,4284,5712,1433498,JPEG,e6956bea6c122355,306,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_045.jpg,gummosis,4284,5712,1280761,JPEG,edb857d4489566b0,307,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_046.jpg,gummosis,4284,5712,1282364,JPEG,e9b957d5489546a2,308,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_047.jpg,gummosis,4284,5712,1333727,JPEG,c5b961eb689564b4,309,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_048.jpg,gummosis,3024,4032,1266814,JPEG,cdb945f348b564a4,310,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_049.jpg,gummosis,3024,4032,1294623,JPEG,e9bb46f5493544a4,300,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_050.jpg,gummosis,4284,5712,1307317,JPEG,edb246d8689664b5,311,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_051.jpg,gummosis,4284,5712,1359775,JPEG,edb246d8789664b8,311,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_052.jpg,gummosis,4284,5712,1531273,JPEG,ecf342f2581622bd,312,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_053.jpg,gummosis,3024,4032,1511626,JPEG,ec7142fa4896a2bd,313,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_054.jpg,gummosis,3024,4032,1525460,JPEG,ec7542fa4816a2bd,313,near,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_056.jpg,gummosis,3024,4032,1581495,JPEG,ec7542f24896a2bd,313,near,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_057.jpg,gummosis,4284,5712,1370919,JPEG,c99c36d1d96c2a33,314,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_058.jpg,gummosis,4284,5712,1351157,JPEG,cc9c37f1c9682a71,315,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_059.jpg,gummosis,4284,5712,1364016,JPEG,c99c36f1d9682a33,314,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_060.jpg,gummosis,3024,4032,1140334,JPEG,c99c36f1d16c2a33,314,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_061.jpg,gummosis,3024,4032,1141362,JPEG,c99c36f1d9682b31,314,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_062.jpg,gummosis,3024,4032,1168972,JPEG,c99c36f1d9602f31,316,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_063.jpg,gummosis,3024,4032,1176446,JPEG,c99c26f1d9642f26,317,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_064.jpg,gummosis,3024,4032,1150017,JPEG,c99e26f1d9642726,317,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_066.jpg,gummosis,3024,4032,1205741,JPEG,c89c33f1d9682f31,316,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_067.jpg,gummosis,3024,4032,1169878,JPEG,c89c37f1d86c2b31,318,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_068.jpg,gummosis,3024,4032,1190049,JPEG,c89c33f1dc642bb1,318,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_069.jpg,gummosis,4284,5712,1373882,JPEG,c89c33d0d7672bc8,319,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_070.jpg,gummosis,4284,5712,1385058,JPEG,c89833d0d7676ac9,319,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_071.jpg,gummosis,3024,4032,1150039,JPEG,cc9c3791d8673a0b,320,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_072.jpg,gummosis,3024,4032,1174171,JPEG,df913087814b70fe,321,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_073.jpg,gummosis,4284,5712,1014070,JPEG,88a1b34c8cfbf916,322,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_074.jpg,gummosis,4284,5712,1011070,JPEG,98a1b34c88f7f916,322,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_075.jpg,gummosis,4284,5712,966745,JPEG,98a5b24c88fef916,323,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_076.jpg,gummosis,4284,5712,928948,JPEG,99a0b24c88eefd17,324,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_077.jpg,gummosis,4284,5712,941803,JPEG,b8a0b34ccccaf517,325,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_078.jpg,gummosis,3024,4032,805328,JPEG,b9a0b24c5ccae537,326,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_079.jpg,gummosis,3024,4032,827395,JPEG,b9a0b24c5dcae517,326,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_080.jpg,gummosis,3024,4032,822544,JPEG,b9e0b24c5dcae513,326,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_081.jpg,gummosis,3024,4032,861652,JPEG,b9a0a64f59cee413,327,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_082.jpg,gummosis,3024,4032,846509,JPEG,b9e4a24f5c8be413,328,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_083.jpg,gummosis,3024,4032,913794,JPEG,b8e0a36f5c8be611,329,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_084.jpg,gummosis,3024,4032,886079,JPEG,a8f2a36b5c8be611,329,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_085.jpg,gummosis,3024,4032,880692,JPEG,88f2a36b5caba619,330,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_086.jpg,gummosis,3024,4032,900506,JPEG,a8f3a66b5d89e610,331,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_088.jpg,gummosis,3024,4032,888674,JPEG,baf1e4625b85e618,332,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_089.jpg,gummosis,3024,4032,868743,JPEG,aad5e4621ba5e70c,333,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_090.jpg,gummosis,3024,4032,854306,JPEG,aad5e4621ba4e70e,333,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_091.jpg,gummosis,3024,4032,846213,JPEG,abd4f46a19a4654e,334,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_092.jpg,gummosis,3024,4032,872912,JPEG,aed0f36948a6f30a,335,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_093.jpg,gummosis,3024,4032,918681,JPEG,acf0b3635c8cf21c,336,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_094.jpg,gummosis,3024,4032,931218,JPEG,a884b24f5c8ae6bd,337,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_095.jpg,gummosis,3024,4032,907774,JPEG,a8a0b24f5c8ae6bd,337,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_096.jpg,gummosis,3024,4032,893760,JPEG,98a0b24f5c8ae6bd,337,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_097.jpg,gummosis,3024,4032,897702,JPEG,a8a4b34b448ee6bd,338,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\gummosis\gummosis_098.jpg,gummosis,3024,4032,956938,JPEG,b9e0a2275489eebc,339,none,train
